order_id,order_date,customer_name,region,category,product,quantity,unit_price
ORD0029,2026-05-11,Christina Bullock,North,Home,Chair,2,2169
ORD0030,2025-09-22,Tammy Nelson,North,Fashion,Shoes,1,3828
ORD0031,2025-08-11,Kelly Brooks,South,Electronics,Mobile,2,1218
ORD0032,2026-03-07,Elizabeth Powell,South,Home,Chair,2,2576
ORD0033,2026-01-03,Blake Smith,East,Home,Lamp,4,3492
ORD0034,2026-05-21,Tyler Fleming,North,Fashion,T-Shirt,4,2869
ORD0035,2025-10-20,Samantha Ross,West,Electronics,Headphones,3,4689
ORD0036,2026-01-15,Mark Hanson,North,Electronics,Mobile,4,1259
ORD0037,2025-07-13,Leslie Ruiz,South,Electronics,Headphones,3,2810
ORD0038,2026-03-12,Ana Stewart,East,Home,Table,2,1350
ORD0039,2026-04-09,Connor Shaw,East,Home,Lamp,2,1695
ORD0040,2025-12-11,Tyler Cooper,North,Fashion,Jeans,2,1449
ORD0041,2025-11-28,Clifford Hughes,East,Fashion,Jeans,1,1738
ORD0042,2025-10-21,Michael Miller,North,Home,Chair,1,3155
ORD0043,2025-12-12,Carolyn Henderson,West,Electronics,Headphones,1,2395
ORD0044,2025-12-16,Robert Roy,East,Electronics,Laptop,4,2118
ORD0045,2025-11-08,Brian Gray,East,Home,Lamp,2,1835
ORD0046,2025-10-04,Thomas Russell,South,Fashion,Shoes,3,3058
ORD0047,2025-06-25,Stacy Garrett,North,Home,Lamp,3,784
ORD0048,2025-11-30,Melissa Mcbride,South,Electronics,Mobile,5,4672
ORD0049,2026-01-09,Jessica Hernandez,West,Fashion,Shoes,4,4439
ORD0050,2025-10-19,Renee Holmes,West,Electronics,Mobile,3,587
ORD0051,2025-10-07,Gloria Robles MD,West,Electronics,Headphones,3,2074
ORD0052,2026-04-04,Dr. Kristina Smith DVM,South,Home,Chair,4,4879
ORD0053,2026-03-21,John Hughes,West,Electronics,Mobile,5,2590
ORD0054,2026-02-12,Joseph Brown,West,Electronics,Mobile,2,1041
ORD0055,2025-11-17,Timothy Powell,East,Fashion,Shoes,1,529
ORD0056,2025-07-17,Joseph Ortiz,West,Fashion,Jeans,1,2107
ORD0057,2025-11-22,Mitchell Craig,West,Home,Table,4,2426
ORD0058,2025-12-30,Catherine Rose,West,Home,Chair,1,1311
ORD0059,2026-05-15,Amanda Jackson,West,Fashion,Jeans,2,1316
ORD0060,2025-06-23,Cory Cohen DDS,East,Home,Lamp,4,2083
ORD0061,2025-10-01,Steven Baker,East,Fashion,Shoes,2,4290
ORD0062,2026-03-05,Meghan Weber,West,Electronics,Laptop,4,3616
ORD0063,2025-07-17,Justin Johnson,North,Electronics,Mobile,5,2300
ORD0064,2026-02-01,Jesus Morgan,East,Home,Chair,1,3613
ORD0065,2026-01-05,Colleen Palmer,East,Fashion,Shoes,2,4649
ORD0066,2025-11-17,Douglas Wong,West,Fashion,Jeans,2,2979
ORD0067,2025-11-23,Bobby Fuller,East,Fashion,T-Shirt,3,3172
ORD0068,2026-05-29,Elizabeth Patton,North,Electronics,Mobile,3,1414
ORD0069,2025-06-28,Pamela Knight,West,Electronics,Laptop,3,1813
ORD0070,2025-06-09,Joseph Hunter,East,Home,Chair,5,517
ORD0071,2025-07-16,Christopher White,East,Electronics,Laptop,4,4438
ORD0072,2026-04-16,Ryan Rivera,West,Electronics,Laptop,5,3544
ORD0073,2025-09-22,Leslie Ritter,East,Electronics,Headphones,4,3658
ORD0074,2025-09-08,Nicholas Dixon,South,Fashion,T-Shirt,4,719
ORD0075,2025-06-05,Elizabeth Warner,North,Home,Chair,5,2350
ORD0076,2026-05-09,Laurie Diaz,West,Home,Lamp,1,4926
ORD0077,2026-04-05,Raymond Smith,South,Fashion,T-Shirt,5,2098
ORD0078,2025-08-08,Kevin Andrews,North,Electronics,Headphones,2,1478
ORD0079,2025-11-28,Paula Davis,East,Electronics,Mobile,3,4284
ORD0080,2025-10-07,Kelly Massey,West,Electronics,Mobile,4,1465
ORD0081,2025-09-02,Kimberly David PhD,South,Home,Lamp,1,2662
ORD0082,2025-08-10,Kristina Munoz,West,Home,Lamp,1,2565
ORD0083,2026-02-05,Kathryn Fry,North,Fashion,Jeans,5,2394
ORD0084,2025-12-09,Madison Jackson,North,Home,Chair,2,2832
ORD0085,2026-04-05,Kimberly Moore,East,Electronics,Headphones,2,2245
ORD0086,2026-02-24,Stephen Carrillo,North,Electronics,Headphones,1,3031
ORD0087,2026-05-15,Bonnie Phelps,South,Electronics,Mobile,1,891
ORD0088,2025-09-07,Thomas Caldwell,South,Electronics,Mobile,1,1485
ORD0089,2026-05-16,Kathleen Butler,South,Electronics,Headphones,4,2877
ORD0090,2025-09-28,Matthew Cantrell,South,Fashion,Jeans,2,2528
ORD0091,2026-04-25,Jennifer Lyons,South,Fashion,Shoes,3,2101
ORD0092,2025-08-24,Chad Haas MD,West,Home,Chair,2,4179
ORD0093,2025-12-07,Ian Wright,East,Fashion,Jeans,4,3894
ORD0094,2025-10-13,Michael Grant,North,Electronics,Laptop,2,4197
ORD0095,2025-07-12,Jennifer Maldonado,South,Electronics,Headphones,3,2434
ORD0096,2025-08-31,Rachel Glover,East,Fashion,Jeans,4,4351
ORD0097,2025-12-15,Melissa Moore,South,Fashion,Jeans,1,1007
ORD0098,2026-01-03,Randy Chaney,West,Electronics,Headphones,1,3953
ORD0099,2026-03-16,Stephanie Thompson,West,Home,Lamp,4,4364
ORD0100,2026-03-25,Tracy Mitchell,East,Electronics,Headphones,2,4544
ORD0101,2025-07-24,David Green,North,Home,Table,2,2220
ORD0102,2025-07-30,Lisa Shaw,West,Home,Lamp,3,4180
ORD0103,2025-06-06,Anthony Hill,South,Fashion,Jeans,3,4502
ORD0104,2025-08-17,Laura Anderson,East,Home,Lamp,2,3019
ORD0105,2026-04-04,Amanda Turner,North,Fashion,Shoes,4,1995
ORD0106,2025-09-28,Stephanie Nichols,North,Fashion,Shoes,4,756
ORD0107,2025-09-19,Zachary Owen,East,Home,Lamp,5,3534
ORD0108,2025-07-01,Amanda Sanders,West,Electronics,Mobile,1,693
ORD0109,2025-12-01,Austin Frazier,North,Home,Chair,2,1532
ORD0110,2025-11-09,James Schmitt,West,Electronics,Headphones,3,4009
ORD0111,2025-10-30,Michaela Williams,North,Fashion,T-Shirt,3,650
ORD0112,2025-10-04,Christopher Collins,South,Fashion,T-Shirt,5,3314
ORD0113,2025-09-04,Jose Brown,North,Fashion,T-Shirt,1,2695
ORD0114,2025-09-20,Sarah Roberts,West,Electronics,Headphones,1,3941
ORD0115,2025-07-29,Edward Hoffman,West,Fashion,Shoes,4,3042
ORD0116,2025-10-27,Dean Hensley,North,Home,Lamp,2,2991
ORD0117,2026-05-07,Brittany Franco,West,Home,Chair,3,3195
ORD0118,2025-09-19,Gabriella Schultz,South,Fashion,Shoes,2,4438
ORD0119,2026-03-26,John Davis,North,Home,Lamp,5,544
ORD0120,2026-04-24,Kevin Roberts,South,Electronics,Mobile,4,2392
ORD0121,2026-01-04,Carolyn Herrera,South,Home,Table,2,4647
ORD0122,2025-08-13,Alyssa Howell,South,Fashion,T-Shirt,5,3753
ORD0123,2026-01-05,John Waters,South,Fashion,T-Shirt,1,3399
ORD0124,2025-12-17,Amy Hodges,South,Electronics,Mobile,2,1047
ORD0125,2026-04-20,Bonnie Montgomery,East,Home,Table,5,859
ORD0126,2026-02-09,Bradley Cooper,South,Home,Chair,4,4843
ORD0127,2025-11-13,Amanda Evans,West,Electronics,Laptop,4,1749
ORD0128,2026-02-17,Christopher Jones,East,Fashion,T-Shirt,1,1356
ORD0129,2026-02-27,Omar Gould,East,Home,Table,2,3106
ORD0130,2026-05-22,Amanda Bush,West,Electronics,Headphones,1,3055
ORD0131,2025-08-05,Shawn Singh,South,Fashion,Jeans,3,1087
ORD0132,2025-11-16,Joan Smith,East,Electronics,Mobile,2,3550
ORD0133,2025-09-13,Jennifer Jarvis,East,Electronics,Laptop,4,3594
ORD0134,2025-09-30,Parker Bryant,East,Home,Chair,4,4446
ORD0135,2025-08-08,Amy Berry,West,Home,Chair,5,2722
ORD0136,2026-05-08,Samantha Watts,North,Electronics,Headphones,2,2494
ORD0137,2025-10-27,Linda Stephens,North,Fashion,Jeans,2,3626
ORD0138,2026-01-16,Melissa Bridges,West,Electronics,Laptop,5,2277
ORD0139,2026-03-05,Mrs. Sarah Crane,South,Home,Chair,5,1978
ORD0140,2026-04-25,David Burns,East,Home,Chair,1,1545
ORD0141,2025-08-29,Sarah Jones,West,Home,Lamp,3,2844
ORD0142,2025-08-30,Matthew Taylor,East,Fashion,Shoes,3,1246
ORD0143,2025-11-17,David Green,South,Fashion,T-Shirt,2,2869
ORD0144,2025-11-30,Ashley Berg,South,Home,Table,4,4508
ORD0145,2026-06-02,Brendan Carter,South,Fashion,T-Shirt,5,4057
ORD0146,2025-12-24,Mary Christensen,East,Fashion,Jeans,2,4094
ORD0147,2025-07-31,Anthony Goodman,South,Electronics,Headphones,1,1902
ORD0148,2026-03-16,Rachel Cardenas,West,Electronics,Mobile,2,3454
ORD0149,2025-07-28,Ashley Kelley,North,Home,Chair,1,4909
ORD0150,2025-11-25,Brandi Dougherty,West,Fashion,Jeans,4,2875
ORD0151,2025-12-06,Ashley Barnes,South,Fashion,Shoes,2,4382
ORD0152,2025-11-10,Ricky Jones,West,Electronics,Headphones,5,2415
ORD0153,2026-06-04,Vanessa Dixon,East,Fashion,T-Shirt,3,4427
ORD0154,2025-06-15,Jason Nichols,East,Home,Chair,5,4376
ORD0155,2025-08-03,Edward Jacobs,East,Electronics,Headphones,4,2798
ORD0156,2026-04-18,Scott Hill,South,Electronics,Headphones,5,3203
ORD0157,2026-05-01,Jane Smith,North,Electronics,Mobile,4,516
ORD0158,2026-03-08,Gabrielle Matthews,North,Home,Table,5,2034
ORD0159,2026-01-14,Melissa Reynolds,South,Electronics,Mobile,1,4581
ORD0160,2025-09-13,Brandi Duran,South,Fashion,Jeans,1,565
ORD0161,2025-10-01,Timothy Mendoza,North,Electronics,Laptop,2,1744
ORD0162,2026-03-29,Sara Foster,West,Electronics,Headphones,5,4820
ORD0163,2025-08-16,Sue Zamora,East,Fashion,T-Shirt,3,4804
ORD0164,2025-11-23,Ryan Smith,South,Electronics,Headphones,4,2283
ORD0165,2025-07-25,Kimberly Harris,North,Fashion,Jeans,1,3317
ORD0166,2025-12-25,Rebecca Hubbard,North,Home,Lamp,4,4317
ORD0167,2025-06-10,Maria Livingston,South,Fashion,Jeans,3,2984
ORD0168,2025-12-05,Miss Natalie Duncan,East,Electronics,Laptop,2,803
ORD0169,2025-08-23,Megan Walker,North,Electronics,Headphones,2,3573
ORD0170,2026-05-04,Samuel Walker,South,Home,Table,5,3350
ORD0171,2025-06-24,Cathy Brown,North,Electronics,Mobile,4,1266
ORD0172,2026-05-09,Stephanie Wells,South,Electronics,Laptop,5,2725
ORD0173,2025-12-11,Michelle Freeman,South,Home,Chair,3,3277
ORD0174,2025-06-07,Chad Torres,West,Fashion,Jeans,3,4261
ORD0175,2026-03-13,Jennifer Cooper,West,Home,Table,3,1745
ORD0176,2026-03-03,Jasmine Williamson,South,Home,Chair,4,3097
ORD0177,2025-12-31,Ralph Ray,West,Electronics,Mobile,1,3984
ORD0178,2025-10-25,Max Morales,North,Fashion,Shoes,3,3819
ORD0179,2026-02-28,Bonnie Blackburn,South,Fashion,Jeans,3,3485
ORD0180,2025-06-17,Karen Garcia,East,Electronics,Headphones,5,1796
ORD0181,2025-08-02,Timothy Chen,East,Home,Chair,1,3548
ORD0182,2026-02-11,Ashley Acosta,East,Electronics,Headphones,5,769
ORD0183,2026-03-09,Kimberly Cherry,East,Electronics,Headphones,2,1619
ORD0184,2025-11-08,Cindy Patrick,South,Electronics,Laptop,2,4929
ORD0185,2025-09-03,Mariah Gregory,North,Electronics,Laptop,5,1455
ORD0186,2025-12-05,Timothy Aguirre,East,Fashion,Jeans,2,1163
ORD0187,2025-12-13,Theresa Gutierrez,East,Electronics,Laptop,3,555
ORD0188,2025-12-08,Brian Bell,East,Fashion,Shoes,1,2962
ORD0189,2025-06-24,Bruce Gibson,South,Home,Chair,2,2852
ORD0190,2026-04-26,Brenda Ortiz,East,Home,Chair,3,1923
ORD0191,2026-05-22,Megan Calhoun,North,Electronics,Headphones,1,2870
ORD0192,2025-10-03,Michelle Williams,North,Electronics,Laptop,4,1501
ORD0193,2026-01-22,Evan Orr,East,Electronics,Mobile,2,4089
ORD0194,2025-07-17,Taylor Washington,South,Electronics,Headphones,2,4587
ORD0195,2026-06-04,Nancy Watkins,East,Home,Lamp,3,1443
ORD0196,2026-01-26,Christopher Kelly,East,Home,Chair,2,3494
ORD0197,2025-07-08,Cheyenne Washington,West,Home,Chair,4,890
ORD0198,2025-12-01,Jill Moss,East,Fashion,T-Shirt,3,4028
ORD0199,2025-09-20,Daniel Jenkins,South,Fashion,T-Shirt,1,3789
ORD0200,2025-12-15,Arthur Obrien,West,Home,Chair,5,1829
ORD0201,2026-01-07,Edward Nguyen,West,Fashion,Shoes,1,4227
ORD0202,2026-02-05,Michael Estrada,East,Fashion,T-Shirt,4,3449
ORD0203,2025-06-13,Rebecca Case,West,Electronics,Laptop,1,4618
ORD0204,2025-11-03,Mark Ramos,East,Home,Chair,2,4167
ORD0205,2026-03-27,Mary Smith,South,Home,Chair,3,4122
ORD0206,2026-02-13,Ann Odonnell,West,Fashion,Jeans,4,1817
ORD0207,2025-10-11,Ashley Rocha,North,Fashion,Jeans,4,2725
ORD0208,2025-07-02,Mark Smith,East,Electronics,Headphones,5,3195
ORD0209,2025-12-13,Anne Madden,North,Fashion,T-Shirt,3,3409
ORD0210,2026-05-18,Nicole Franklin,North,Electronics,Headphones,1,1197
ORD0211,2025-12-26,Julia Taylor,North,Fashion,Jeans,5,3538
ORD0212,2026-01-12,Tiffany Taylor,West,Home,Table,5,4980
ORD0213,2025-07-16,Teresa Lewis,North,Home,Table,3,2948
ORD0214,2026-03-05,Charles Anderson,North,Electronics,Headphones,5,4182
ORD0215,2025-12-28,Roger Patterson,East,Fashion,Jeans,3,2130
ORD0216,2025-08-13,Samantha Peck,South,Home,Chair,1,4681
ORD0217,2025-11-28,Steven Green,West,Home,Chair,3,782
ORD0218,2026-04-23,Kimberly Maldonado,North,Fashion,T-Shirt,1,2651
ORD0219,2025-08-25,Russell Bradley,West,Fashion,Jeans,3,4611
ORD0220,2025-12-16,John Williams,West,Home,Chair,4,502
ORD0221,2025-11-13,Brianna Hunter,North,Home,Table,1,1875
ORD0222,2025-09-11,Daniel Marshall,South,Electronics,Mobile,5,4444
ORD0223,2025-12-23,Julia Kirk,South,Electronics,Headphones,4,3262
ORD0224,2025-12-10,Dwayne Blake,South,Home,Chair,1,2059
ORD0225,2026-02-10,Susan Cooper,North,Electronics,Mobile,1,2317
ORD0226,2025-06-13,Stacie Washington,West,Electronics,Laptop,5,2628
ORD0227,2026-03-06,Matthew Macias,South,Fashion,T-Shirt,2,3035
ORD0228,2025-07-14,Jeremy Dean,South,Home,Table,4,2549
ORD0229,2026-04-13,John Edwards,East,Electronics,Headphones,1,2189
ORD0230,2025-12-08,Robert Hughes,West,Fashion,Shoes,1,1676
ORD0231,2026-05-20,Misty Russo,West,Electronics,Mobile,5,3706
ORD0232,2025-08-21,Randy Johnson,North,Home,Lamp,2,2219
ORD0233,2026-05-13,Jerome Hall,South,Home,Table,1,4867
ORD0234,2025-12-18,Gregory Jones,North,Fashion,T-Shirt,3,4692
ORD0235,2025-11-21,Dustin Sanchez,East,Home,Table,4,3475
ORD0236,2025-10-17,Richard Torres,South,Electronics,Mobile,3,2568
ORD0237,2025-12-08,Brandon Clark,East,Home,Table,5,2845
ORD0238,2025-11-02,Robin Carroll,North,Electronics,Headphones,4,3230
ORD0239,2025-12-09,Veronica Johnson DDS,South,Home,Chair,4,1009
ORD0240,2026-03-13,Wanda Boyd,East,Electronics,Laptop,5,3733
ORD0241,2025-06-04,Ryan Jackson,East,Fashion,T-Shirt,3,1268
ORD0242,2025-09-20,Amber Henry,West,Fashion,Shoes,5,2820
ORD0243,2025-07-18,Andrea Rodriguez,West,Fashion,T-Shirt,3,4792
ORD0244,2026-02-18,Samuel Dominguez,East,Fashion,T-Shirt,2,4071
ORD0245,2026-03-18,Deanna Hutchinson,North,Electronics,Mobile,1,928
ORD0246,2025-06-23,Kayla Simmons,North,Home,Lamp,1,4270
ORD0247,2025-12-19,Aimee Bailey,West,Home,Chair,4,4750
ORD0248,2025-08-01,Christopher Moreno,South,Home,Lamp,3,4763
ORD0249,2025-12-12,Vicki Davis,South,Home,Table,1,537
ORD0250,2026-02-14,Janet Flores,West,Fashion,Jeans,5,3432
ORD0251,2025-06-26,Robert Levy,West,Home,Chair,5,1337
ORD0252,2026-04-20,David Mccall,South,Fashion,Shoes,1,546
ORD0253,2026-04-17,Kevin Bradford,East,Home,Chair,5,4535
ORD0254,2025-11-09,Alex Davis,East,Fashion,Shoes,4,1640
ORD0255,2026-05-16,Miss Brianna Murray,North,Home,Table,4,2358
ORD0256,2025-10-13,Robert Rivera,East,Fashion,T-Shirt,1,2090
ORD0257,2025-08-08,Eric Cameron,South,Electronics,Mobile,3,2522
ORD0258,2026-02-12,Steven Cooper,West,Fashion,Shoes,4,2710
ORD0259,2025-12-18,Henry Hampton,West,Home,Chair,2,909
ORD0260,2025-11-15,Nancy Day,East,Fashion,Jeans,2,3134
ORD0261,2025-10-05,Christopher Davis,East,Electronics,Laptop,5,3200
ORD0262,2026-01-19,Douglas Hess,East,Fashion,T-Shirt,4,1623
ORD0263,2026-03-09,James Adams,North,Home,Table,4,945
ORD0264,2026-03-27,Alexander Hanson,East,Fashion,T-Shirt,1,4565
ORD0265,2026-02-08,Michael Lyons,South,Electronics,Laptop,2,1192
ORD0266,2025-12-24,Matthew Whitaker,North,Electronics,Mobile,5,2346
ORD0267,2025-09-30,Cheryl Edwards,South,Electronics,Mobile,2,3617
ORD0268,2025-10-17,Patricia Barnes PhD,West,Electronics,Mobile,5,4185
ORD0269,2026-01-07,Christopher Campbell,West,Electronics,Headphones,3,4170
ORD0270,2025-07-03,Mr. Jonathan Brooks,South,Home,Lamp,2,3914
ORD0271,2025-12-09,James Khan,West,Fashion,Jeans,5,4983
ORD0272,2026-02-27,Andrea Anderson,North,Fashion,T-Shirt,2,1053
ORD0273,2025-06-10,Morgan Wilkinson,East,Fashion,Shoes,4,3540
ORD0274,2025-06-13,Julia Mitchell,South,Home,Lamp,5,3183
ORD0275,2026-03-15,Justin Haynes,West,Fashion,Jeans,2,3726
ORD0276,2026-01-10,Nicholas Lloyd,West,Fashion,T-Shirt,4,1759
ORD0277,2025-09-28,Melinda Sullivan,East,Fashion,Shoes,1,3208
ORD0278,2026-02-24,David Ellison,East,Home,Lamp,3,2823
ORD0279,2025-11-28,Nancy Hobbs,South,Electronics,Headphones,3,3759
ORD0280,2025-06-27,Martha Lee,East,Electronics,Headphones,1,1808
ORD0281,2026-04-26,William Butler,West,Fashion,T-Shirt,3,4439
ORD0282,2025-06-15,Zachary Hughes,North,Electronics,Headphones,5,4787
ORD0283,2026-03-06,Cynthia Scott,South,Fashion,Shoes,1,2896
ORD0284,2025-11-28,Andrea Lucas,South,Home,Lamp,1,1737
ORD0285,2026-04-05,Elaine Jones,East,Home,Chair,3,745
ORD0286,2025-11-05,Kara Camacho,South,Electronics,Headphones,5,1994
ORD0287,2025-10-13,Earl Payne,North,Fashion,Shoes,3,2279
ORD0288,2025-10-17,Louis Miranda,North,Fashion,T-Shirt,2,4661
ORD0289,2025-10-31,James Whitehead,North,Fashion,Jeans,4,4600
ORD0290,2025-10-07,Phyllis Hill,North,Electronics,Laptop,2,3832
ORD0291,2025-06-10,Steve Terry,North,Home,Table,3,3856
ORD0292,2025-07-08,Jorge Woodward,East,Home,Lamp,5,2203
ORD0293,2025-06-15,Steve Martin,North,Electronics,Mobile,5,2694
ORD0294,2026-04-04,Jeremy Ellis,East,Electronics,Mobile,3,4603
ORD0295,2026-02-11,Laura Norton,South,Fashion,Shoes,3,2575
ORD0296,2026-04-18,Amanda Allen,North,Home,Chair,1,3194
ORD0297,2025-12-23,Connie Jefferson,West,Electronics,Headphones,4,629
ORD0298,2025-10-21,Rose Obrien,South,Fashion,T-Shirt,1,2513
ORD0299,2026-02-27,Krystal Tate,South,Electronics,Laptop,3,848
ORD0300,2025-09-14,James Harrington,West,Home,Chair,2,3648
ORD0301,2025-07-18,Christopher Savage,North,Home,Chair,2,2466
ORD0302,2025-08-14,Toni Williamson,North,Fashion,Shoes,5,4274
ORD0303,2026-05-07,Tristan King,West,Fashion,Jeans,1,941
ORD0304,2025-07-29,Daryl Pierce,East,Fashion,T-Shirt,1,3616
ORD0305,2025-09-17,Nathaniel Cruz,South,Fashion,Shoes,5,3120
ORD0306,2025-06-20,Brian Mccormick,South,Electronics,Laptop,4,3230
ORD0307,2025-11-15,Samuel Miller,East,Electronics,Mobile,3,2935
ORD0308,2025-11-18,Kayla Moore,South,Electronics,Laptop,2,2457
ORD0309,2025-11-05,Katie Wilson,West,Home,Lamp,5,2641
ORD0310,2025-06-07,Andrea Martin,North,Electronics,Laptop,5,1990
ORD0311,2025-09-13,Alexander Cain,West,Electronics,Headphones,5,4049
ORD0312,2025-07-07,Kenneth Underwood,South,Home,Chair,4,565
ORD0313,2025-08-30,Sandra Wang,East,Home,Table,1,1525
ORD0314,2025-11-08,James Manning,West,Fashion,T-Shirt,3,3429
ORD0315,2026-06-04,Michele Perez,East,Fashion,T-Shirt,2,761
ORD0316,2025-11-11,Sharon Smith,South,Electronics,Headphones,5,2500
ORD0317,2025-10-31,Angela Martinez,South,Home,Chair,1,3834
ORD0318,2025-07-22,Jennifer Cole,South,Electronics,Laptop,3,1028
ORD0319,2025-10-23,Adam Fuentes,East,Home,Chair,2,1704
ORD0320,2026-04-23,Joshua Ruiz,East,Fashion,Shoes,3,1038
ORD0321,2026-02-23,Dawn Jones,South,Fashion,Jeans,5,2448
ORD0322,2025-10-12,Kenneth Baldwin,East,Fashion,T-Shirt,3,1510
ORD0323,2026-02-07,Wayne Pearson,North,Home,Table,3,1858
ORD0324,2025-10-20,Teresa Washington,East,Fashion,Jeans,5,2674
ORD0325,2025-12-12,Sharon Buckley,West,Fashion,Shoes,4,1826
ORD0326,2025-10-10,Dalton Adams,East,Home,Table,5,2726
ORD0327,2026-03-06,James Smith,North,Electronics,Laptop,5,4167
ORD0328,2025-10-10,Melissa Garcia,West,Electronics,Laptop,1,3233
ORD0329,2025-10-15,Nathan Pollard,East,Home,Chair,5,4241
ORD0330,2026-02-25,Kelly Olson,North,Fashion,Shoes,2,2578
ORD0331,2026-01-22,Jacob Roth,North,Fashion,T-Shirt,3,4962
ORD0332,2026-03-24,Shane Estrada,South,Electronics,Headphones,2,2141
ORD0333,2026-03-22,Melissa Nguyen,West,Electronics,Mobile,5,3103
ORD0334,2026-05-27,Kimberly Bell,North,Electronics,Laptop,2,4968
ORD0335,2025-09-12,Stephanie Silva,West,Fashion,Shoes,4,2395
ORD0336,2025-07-12,Melissa Guerra,West,Fashion,Jeans,5,713
ORD0337,2025-08-16,Richard Deleon,West,Home,Table,1,1233
ORD0338,2026-03-18,Trevor Richards,West,Electronics,Headphones,3,4029
ORD0339,2025-12-21,John Cabrera,East,Home,Table,3,1848
ORD0340,2026-05-17,Victor Flores,North,Fashion,Jeans,3,860
ORD0341,2025-07-09,Michael Parker,North,Fashion,Jeans,1,687
ORD0342,2025-09-25,Zachary Love,South,Fashion,T-Shirt,1,612
ORD0343,2025-07-03,Michelle Rocha,South,Fashion,Jeans,4,2700
ORD0344,2025-12-16,Susan Day,East,Electronics,Laptop,1,533
ORD0345,2025-07-11,Alicia Mason,West,Electronics,Laptop,1,4077
ORD0346,2025-11-08,Kelly Frazier,West,Electronics,Headphones,2,1289
ORD0347,2025-10-23,Paul Stanley,North,Fashion,Jeans,2,2810
ORD0348,2025-12-06,Mark Haynes,North,Electronics,Headphones,5,1212
ORD0349,2025-11-04,Robert Lee,South,Electronics,Laptop,5,2796
ORD0350,2025-10-31,Melissa Walter,South,Home,Lamp,4,1938
ORD0351,2026-01-16,Matthew Terry,East,Fashion,T-Shirt,5,2086
ORD0352,2026-03-15,Taylor Miller,East,Electronics,Laptop,2,4121
ORD0353,2026-02-18,Samuel Carlson,South,Electronics,Laptop,1,1345
ORD0354,2025-09-01,Kathryn Blake,South,Electronics,Mobile,5,3473
ORD0355,2026-03-14,Arthur Bradford,North,Home,Table,3,2201
ORD0356,2026-01-22,Thomas Norris,East,Electronics,Laptop,4,3678
ORD0357,2025-08-06,Julie Mata,South,Electronics,Headphones,4,1689
ORD0358,2025-10-23,Daniel Gillespie,North,Home,Table,3,2507
ORD0359,2025-08-30,Lawrence Blake,South,Fashion,Shoes,5,4728
ORD0360,2025-12-18,Leslie Garcia,South,Electronics,Laptop,1,642
ORD0361,2025-08-06,Michael Gray,West,Fashion,T-Shirt,3,1750
ORD0362,2026-02-25,Gregory Smith,West,Fashion,T-Shirt,1,2190
ORD0363,2025-11-12,Christina Parker,East,Home,Table,1,4618
ORD0364,2025-10-24,Jonathan Sanders,East,Fashion,Jeans,1,2233
ORD0365,2026-03-15,Benjamin Chapman,South,Electronics,Laptop,3,3088
ORD0366,2025-12-25,Alexandra Avila,East,Electronics,Laptop,4,1949
ORD0367,2025-12-22,Matthew Molina,East,Electronics,Headphones,4,1613
ORD0368,2026-05-26,Tina Johnson,East,Electronics,Mobile,5,1725
ORD0369,2025-06-20,Joshua Nunez,North,Fashion,T-Shirt,3,1441
